recorder_code,clip id,annotation_file,card,site,dropoff:Point_ID,audio_file,annotation,start_time,end_time,low_f,high_f,Delta Time (s),Delta Freq (Hz),Channel,Selection,Notes,View,Avg Power Density (dB FS/Hz)
M12-2574,484,20240620_060000,MSD-2087,Rainbow meadows,SINE0096,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0484_MSD-2087_20240620_060000.WAV,RASI_A,4.553656596,4.776953241,565.685,1229.08,0.2233,663.395,1,7,,Spectrogram 1,-68.72
M12-2574,484,20240620_060000,MSD-2087,Rainbow meadows,SINE0096,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0484_MSD-2087_20240620_060000.WAV,RASI_?,5.032149408,5.199621892,555.4,1193.082,0.1675,637.682,1,8,,Spectrogram 1,-69.93
M12-2574,484,20240620_060000,MSD-2087,Rainbow meadows,SINE0096,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0484_MSD-2087_20240620_060000.WAV,RASI_A,5.877486709,6.029009433,493.689,1265.078,0.1515,771.389,1,9,,Spectrogram 1,-63.81
M12-2574,484,20240620_060000,MSD-2087,Rainbow meadows,SINE0096,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0484_MSD-2087_20240620_060000.WAV,RASI_D,7.09764338,7.281065625,478.261,1398.786,0.1834,920.524,1,10,,Spectrogram 1,-64.95
M12-2574,484,20240620_060000,MSD-2087,Rainbow meadows,SINE0096,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0484_MSD-2087_20240620_060000.WAV,RASI_A,8.397548853,8.604895738,498.832,1367.93,0.2073,869.099,1,11,,Spectrogram 1,-64.66
M12-2574,484,20240620_060000,MSD-2087,Rainbow meadows,SINE0096,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0484_MSD-2087_20240620_060000.WAV,RASI_A,9.506057201,9.737328727,488.547,1460.497,0.2313,971.95,1,12,,Spectrogram 1,-69.33
M12-2574,484,20240620_060000,MSD-2087,Rainbow meadows,SINE0096,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0484_MSD-2087_20240620_060000.WAV,RASI_A,9.936700732,10.128097857,509.117,1373.073,0.1914,863.956,1,13,,Spectrogram 1,-63.79
M12-2574,484,20240620_060000,MSD-2087,Rainbow meadows,SINE0096,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0484_MSD-2087_20240620_060000.WAV,RASI_D,11.321101604,11.512498729,658.252,1234.223,0.1914,575.971,1,14,,Spectrogram 1,-67.61
M12-2574,484,20240620_060000,MSD-2087,Rainbow meadows,SINE0096,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0484_MSD-2087_20240620_060000.WAV,RASI_D,19.894313639,20.045836363,550.258,1141.656,0.1515,591.398,1,15,,Spectrogram 1,-66.19
M12-2574,484,20240620_060000,MSD-2087,Rainbow meadows,SINE0096,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0484_MSD-2087_20240620_060000.WAV,RASI_A,20.787500222,20.978897347,560.543,1085.087,0.1914,524.545,1,16,,Spectrogram 1,-68.89
M12-2574,484,20240620_060000,MSD-2087,Rainbow meadows,SINE0096,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0484_MSD-2087_20240620_060000.WAV,RASI_D,21.385616237,21.529164081,560.543,1290.791,0.1435,730.248,1,17,,Spectrogram 1,-67.25
M12-2574,484,20240620_060000,MSD-2087,Rainbow meadows,SINE0096,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0484_MSD-2087_20240620_060000.WAV,RASI_E,22.374501382,22.581848268,503.974,1218.795,0.2073,714.821,1,18,,Spectrogram 1,-66.34
M12-2574,484,20240620_060000,MSD-2087,Rainbow meadows,SINE0096,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0484_MSD-2087_20240620_060000.WAV,RASI_A,23.004516918,23.187939163,565.685,1105.658,0.1834,539.972,1,19,,Spectrogram 1,-68.08
M12-2574,484,20240620_060000,MSD-2087,Rainbow meadows,SINE0096,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0484_MSD-2087_20240620_060000.WAV,RASI_A,23.772509868,23.995806514,565.685,1383.358,0.2233,817.673,1,20,,Spectrogram 1,-67.98
M12-2574,484,20240620_060000,MSD-2087,Rainbow meadows,SINE0096,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0484_MSD-2087_20240620_060000.WAV,RASI_?,24.386575644,24.60987229,524.545,1218.795,0.2233,694.25,1,21,,Spectrogram 1,-67.31
M12-2574,484,20240620_060000,MSD-2087,Rainbow meadows,SINE0096,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0484_MSD-2087_20240620_060000.WAV,RASI_A,25.184063664,25.335586388,529.687,1357.645,0.1515,827.958,1,22,,Spectrogram 1,-66.43
M12-2574,484,20240620_060000,MSD-2087,Rainbow meadows,SINE0096,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0484_MSD-2087_20240620_060000.WAV,RASI_D,26.708656469,26.963852635,493.689,1342.217,0.2552,848.528,1,23,,Spectrogram 1,-69.28
M12-2574,484,20240620_060000,MSD-2087,Rainbow meadows,SINE0096,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0484_MSD-2087_20240620_060000.WAV,RASI_A,27.386521286,27.53804401,555.4,1223.938,0.1515,668.537,1,24,,Spectrogram 1,-70.47
M12-2402,412,20240625_031000,MSD-1310,Rainbow meadows,SINE0100,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0412_MSD-1310_20240625_031000.WAV,RASI_?,8.147062827,11.04991922,113.137,797.102,2.9029,683.965,1,1,,Spectrogram 1,-61.34
M12-2639,736,20240616_220000,MSD-2357,50731 Sleet,SINE0184,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0736_MSD-2357_20240616_220000.WAV,RASI_D,12.49999349,12.728095561,289.1,1117.9,,,1,2,,Spectrogram 1,
M12-2639,736,20240616_220000,MSD-2357,50731 Sleet,SINE0184,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0736_MSD-2357_20240616_220000.WAV,RASI_A,2.490874615,2.965326923,443.3,1464.8,,,1,1,,Spectrogram 1,
M12-2524,505,20240616_120000,MSD-1453,Kern 21111,SINE0108,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0505_MSD-1453_20240616_120000.WAV,RASI_?,0.87405924,1.099622915,473.119,925.667,0.2256,452.548,1,1,,Spectrogram 1,-72.53
M12-2524,505,20240616_120000,MSD-1453,Kern 21111,SINE0108,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0505_MSD-1453_20240616_120000.WAV,RASI_?,2.667290455,2.847741395,498.832,838.243,0.1805,339.411,1,2,,Spectrogram 1,-73.53
M12-2524,505,20240616_120000,MSD-1453,Kern 21111,SINE0108,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0505_MSD-1453_20240616_120000.WAV,RASI_?,4.584581691,4.781949906,370.267,869.099,0.1974,498.832,1,3,,Spectrogram 1,-72.54
M12-2524,505,20240616_120000,MSD-1453,Kern 21111,SINE0108,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0505_MSD-1453_20240616_120000.WAV,RASI_?,5.864655545,6.028189209,401.122,822.815,0.1635,421.693,1,4,,Spectrogram 1,-70.74
M12-2524,505,20240616_120000,MSD-1453,Kern 21111,SINE0108,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0505_MSD-1453_20240616_120000.WAV,RASI_?,11.355334179,11.54142421,442.263,807.387,0.1861,365.124,1,5,,Spectrogram 1,-70.63
M12-2524,505,20240616_120000,MSD-1453,Kern 21111,SINE0108,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0505_MSD-1453_20240616_120000.WAV,RASI_?,12.999152747,13.241633697,359.982,863.956,0.2425,503.974,1,6,,Spectrogram 1,-73.17
M12-2524,505,20240616_120000,MSD-1453,Kern 21111,SINE0108,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0505_MSD-1453_20240616_120000.WAV,RASI_?,14.256670234,14.482233908,426.835,858.813,0.2256,431.978,1,7,,Spectrogram 1,-71.64
M12-2524,505,20240616_120000,MSD-1453,Kern 21111,SINE0108,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0505_MSD-1453_20240616_120000.WAV,RASI_?,16.050802458,16.282005224,473.119,853.671,0.2312,380.552,1,8,,Spectrogram 1,-71.41
M12-2524,505,20240616_120000,MSD-1453,Kern 21111,SINE0108,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0505_MSD-1453_20240616_120000.WAV,RASI_?,17.714334559,17.95681551,375.409,843.386,0.2425,467.976,1,9,,Spectrogram 1,-71.84
M12-2524,505,20240616_120000,MSD-1453,Kern 21111,SINE0108,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0505_MSD-1453_20240616_120000.WAV,RASI_?,19.347905425,19.5734691,349.696,874.241,0.2256,524.545,1,10,,Spectrogram 1,-71.15
M12-2524,505,20240616_120000,MSD-1453,Kern 21111,SINE0108,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0505_MSD-1453_20240616_120000.WAV,RASI_?,21.053764372,21.256771679,349.696,853.671,0.203,503.974,1,11,,Spectrogram 1,-72.05
M12-2524,505,20240616_120000,MSD-1453,Kern 21111,SINE0108,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0505_MSD-1453_20240616_120000.WAV,RASI_?,22.446620064,22.627071004,303.413,874.241,0.1805,570.828,1,12,,Spectrogram 1,-70.97
M12-2524,505,20240616_120000,MSD-1453,Kern 21111,SINE0108,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0505_MSD-1453_20240616_120000.WAV,RASI_?,24.937322525,25.140329832,416.55,827.958,0.203,411.408,1,13,,Spectrogram 1,-72.35
M12-2524,505,20240616_120000,MSD-1453,Kern 21111,SINE0108,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0505_MSD-1453_20240616_120000.WAV,RASI_?,26.773900698,26.965629821,318.841,1280.506,0.1917,961.665,1,14,,Spectrogram 1,-72.85
M12-2524,505,20240616_120000,MSD-1453,Kern 21111,SINE0108,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0505_MSD-1453_20240616_120000.WAV,RASI_?,28.682404471,28.862855411,370.267,1439.927,0.1805,1069.66,1,15,,Spectrogram 1,-73.52
M12-2621,700,20240616_190000,MSD-1264,50731 Sleet,SINE0182,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0700_MSD-1264_20240616_190000.WAV,RASI_A,5.781788147,6.029009433,385.695,2370.736,0.2472,1985.042,1,1,,Spectrogram 1,-70.62
M12-2621,700,20240616_190000,MSD-1264,50731 Sleet,SINE0182,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0700_MSD-1264_20240616_190000.WAV,RASI_?,13.065671638,13.392641727,766.247,1069.66,0.327,303.413,1,2,,Spectrogram 1,-73.53
M12-2621,700,20240616_190000,MSD-1264,50731 Sleet,SINE0182,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0700_MSD-1264_20240616_190000.WAV,RASI_?,29.522892453,29.706314698,802.245,1167.369,0.1834,365.124,1,3,,Spectrogram 1,-71.65
M12-2468,386,20240624_040000,MSD-0225,Rivendell_,SINE0144,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0386_MSD-0225_20240624_040000.WAV,RASI_?,3.915666179,4.577581236,498.832,1074.802,0.6619,575.971,1,1,,Spectrogram 1,-74.14
M12-2468,386,20240624_040000,MSD-0225,Rivendell_,SINE0144,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0386_MSD-0225_20240624_040000.WAV,RASI_?,0.765588499,1.140407869,503.974,971.95,0.3748,467.976,1,2,,Spectrogram 1,-72.52
M12-2468,386,20240624_040000,MSD-0225,Rivendell_,SINE0144,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0386_MSD-0225_20240624_040000.WAV,RASI_A,10.573355138,11.075772591,262.272,1383.358,0.5024,1121.086,1,3,,Spectrogram 1,-62.74
M12-2468,386,20240624_040000,MSD-0225,Rivendell_,SINE0144,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0386_MSD-0225_20240624_040000.WAV,RASI_A,14.430847363,14.757817451,308.556,1491.352,0.327,1182.797,1,4,,Spectrogram 1,-64.6
M12-2468,386,20240624_040000,MSD-0225,Rivendell_,SINE0144,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0386_MSD-0225_20240624_040000.WAV,RASI_B,23.738125298,24.248517631,452.548,1177.654,0.5104,725.106,1,5,,Spectrogram 1,-70.72
M12-2361,290,20240529_070000,MSD-4259,Rock Lake 12069,SINE0137,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0290_MSD-4259_20240529_070000.WAV,RASI_E,0.598116015,2.384489181,365.124,987.378,1.7864,622.254,1,1,,Spectrogram 1,-67.99
M12-2361,290,20240529_070000,MSD-4259,Rock Lake 12069,SINE0137,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0290_MSD-4259_20240529_070000.WAV,RASI_E,3.891741539,5.941285751,380.552,797.102,2.0495,416.55,1,2,,Spectrogram 1,-69.62
M12-2541,163,20240514_100000,MSD-1198,,SINE0168,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0163_MSD-1198_20240514_100000.WAV,RASI_?,20.210545657,20.72891287,287.985,992.521,0.5184,704.535,1,1,,Spectrogram 1,-59.79
M12-2574,495,20240620_090000,MSD-2087,Rainbow meadows,SINE0096,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0495_MSD-2087_20240620_090000.WAV,RASI_A,3.700344414,3.9475657,560.543,1121.086,0.2472,560.543,1,1,,Spectrogram 1,-71.13
M12-2574,495,20240620_090000,MSD-2087,Rainbow meadows,SINE0096,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0495_MSD-2087_20240620_090000.WAV,RASI_D,4.72112908,4.992275007,524.545,1090.23,0.2711,565.685,1,2,,Spectrogram 1,-68.69
M12-2574,495,20240620_090000,MSD-2087,Rainbow meadows,SINE0096,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0495_MSD-2087_20240620_090000.WAV,RASI_A,5.375069256,5.773813267,560.543,1301.076,0.3987,740.534,1,3,,Spectrogram 1,-72.45
M12-2574,495,20240620_090000,MSD-2087,Rainbow meadows,SINE0096,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0495_MSD-2087_20240620_090000.WAV,RASI_D,7.009919698,7.304990265,529.687,1100.515,0.2951,570.828,1,4,,Spectrogram 1,-72.06
M12-2574,495,20240620_090000,MSD-2087,Rainbow meadows,SINE0096,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0495_MSD-2087_20240620_090000.WAV,RASI_A,22.328401489,22.711195739,498.832,1378.215,0.3828,879.384,1,5,,Spectrogram 1,-74.72
M12-2574,495,20240620_090000,MSD-2087,Rainbow meadows,SINE0096,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0495_MSD-2087_20240620_090000.WAV,RASI_A,27.841645759,28.192540488,596.541,1403.928,0.3509,807.387,1,6,,Spectrogram 1,-71.61
M12-2484,378,20240610_150000,MSD-4197,Howard Pond_,SINE0156,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0378_MSD-4197_20240610_150000.WAV,RASI_E,1.96182053,2.679559748,365.124,1085.087,0.7177,719.963,1,1,,Spectrogram 1,-64.83
M12-2484,378,20240610_150000,MSD-4197,Howard Pond_,SINE0156,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0378_MSD-4197_20240610_150000.WAV,RASI_?,7.504362271,8.493247416,390.837,935.952,0.9889,545.115,1,2,,Spectrogram 1,-65.11
M12-2484,378,20240610_150000,MSD-4197,Howard Pond_,SINE0156,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0378_MSD-4197_20240610_150000.WAV,RASI_?,15.009174414,15.487667226,375.409,678.823,0.4785,303.413,1,3,,Spectrogram 1,-62.04
M12-2484,378,20240610_150000,MSD-4197,Howard Pond_,SINE0156,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0378_MSD-4197_20240610_150000.WAV,RASI_?,21.810671101,22.727782324,359.982,1239.365,0.9171,879.384,1,4,,Spectrogram 1,-55.15
M12-2484,378,20240610_150000,MSD-4197,Howard Pond_,SINE0156,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0378_MSD-4197_20240610_150000.WAV,RASI_E,27.524121779,28.409333481,385.695,1049.089,0.8852,663.395,1,5,,Spectrogram 1,-64.87
M12-2636,580,20240607_030000,MSD-1762,Matlock 50837,SINE0031,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0580_MSD-1762_20240607_030000.WAV,RASI_?,11.739616416,11.954938181,221.132,863.956,0.2153,642.824,1,1,,Spectrogram 1,-66.24
M12-2636,580,20240607_030000,MSD-1762,Matlock 50837,SINE0031,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0580_MSD-1762_20240607_030000.WAV,RASI_?,13.199019493,13.406366378,221.132,1038.804,0.2073,817.673,1,2,,Spectrogram 1,-65.29
M12-2263,140,20240623_220000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0140_MSD-4278_20240623_220000.WAV,RASI_?,1.212982791,1.763950327,485.965,1266.786,0.551,780.821,1,1,,Spectrogram 1,-70.8
M12-2263,140,20240623_220000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0140_MSD-4278_20240623_220000.WAV,RASI_D,3.714685783,4.05210001,480.505,1375.992,0.3374,895.487,1,2,,Spectrogram 1,-66.75
M12-2263,140,20240623_220000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0140_MSD-4278_20240623_220000.WAV,RASI_?,7.383193312,8.092190296,464.124,1812.814,0.709,1348.69,1,3,,Spectrogram 1,-69.49
M12-2263,140,20240623_220000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0140_MSD-4278_20240623_220000.WAV,RASI_B,16.15634377,16.562095056,677.075,1010.153,0.4058,333.077,1,4,,Spectrogram 1,-72.54
M12-2263,140,20240623_220000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0140_MSD-4278_20240623_220000.WAV,RASI_?,19.641237721,20.521077351,365.839,1692.688,0.8798,1326.849,1,5,,Spectrogram 1,-62.99
M12-2263,140,20240623_220000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0140_MSD-4278_20240623_220000.WAV,RASI_C,23.589986385,23.914587414,425.902,1567.102,0.3246,1141.199,1,6,,Spectrogram 1,-69.94
M12-2263,140,20240623_220000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0140_MSD-4278_20240623_220000.WAV,RASI_C,26.876466053,27.52566811,289.395,2358.843,0.6492,2069.448,1,7,,Spectrogram 1,-70.54
M12-2263,140,20240623_220000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0140_MSD-4278_20240623_220000.WAV,RASI_B,27.739221418,28.431134137,354.918,1878.338,0.6919,1523.419,1,8,,Spectrogram 1,-69.53
M12-2263,140,20240623_220000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0140_MSD-4278_20240623_220000.WAV,RASI_?,28.69594024,28.95220421,376.76,1092.057,0.2563,715.297,1,9,,Spectrogram 1,-67.18
M12-2620,675,20240614_140000,MSD-1963,50731 Sleet,SINE0081,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0675_MSD-1963_20240614_140000.WAV,RASI_?,0.143547844,0.693814578,1162.226,1702.199,0.5503,539.972,1,1,,Spectrogram 1,-73.83
M12-2620,675,20240614_140000,MSD-1963,50731 Sleet,SINE0081,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0675_MSD-1963_20240614_140000.WAV,RASI_?,9.095714868,9.502433759,961.665,1640.488,0.4067,678.823,1,2,,Spectrogram 1,-71.0
M12-2620,675,20240614_140000,MSD-1963,50731 Sleet,SINE0081,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0675_MSD-1963_20240614_140000.WAV,RASI_?,9.829403847,10.371695701,1146.799,1527.351,0.5423,380.552,1,3,,Spectrogram 1,-73.41
M12-2620,675,20240614_140000,MSD-1963,50731 Sleet,SINE0081,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0675_MSD-1963_20240614_140000.WAV,RASI_?,11.783249497,12.349465991,1157.084,1583.919,0.5662,426.835,1,4,,Spectrogram 1,-73.31
M12-2620,675,20240614_140000,MSD-1963,50731 Sleet,SINE0081,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0675_MSD-1963_20240614_140000.WAV,RASI_?,13.904567631,14.072040115,1167.369,1558.206,0.1675,390.837,1,5,,Spectrogram 1,-71.97
M12-2260,239,20240603_040000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0239_MSD-1767_20240603_040000.WAV,RASI_?,1.18825715,1.96979541,354.839,1028.519,0.7815,673.68,1,1,,Spectrogram 1,-57.46
M12-2260,239,20240603_040000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0239_MSD-1767_20240603_040000.WAV,RASI_?,2.74976857,3.313677757,412.157,958.265,0.5639,546.108,1,2,,Spectrogram 1,-57.08
M12-2260,239,20240603_040000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0239_MSD-1767_20240603_040000.WAV,RASI_?,3.604090989,4.238488824,391.549,932.505,0.6344,540.956,1,3,,Spectrogram 1,-56.7
M12-2260,239,20240603_040000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0239_MSD-1767_20240603_040000.WAV,RASI_?,6.45201893,7.182281327,370.941,891.289,0.7303,520.348,1,4,,Spectrogram 1,-55.18
M12-2260,239,20240603_040000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0239_MSD-1767_20240603_040000.WAV,RASI_?,8.304122435,8.87649026,365.789,880.985,0.5724,515.196,1,5,,Spectrogram 1,-56.08
M12-2260,239,20240603_040000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0239_MSD-1767_20240603_040000.WAV,RASI_?,9.11897121,9.787203597,345.181,958.265,0.6682,613.083,1,6,,Spectrogram 1,-57.06
M12-2260,239,20240603_040000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0239_MSD-1767_20240603_040000.WAV,RASI_?,10.018406363,10.720473301,360.637,855.226,0.7021,494.588,1,7,,Spectrogram 1,-58.78
M12-2260,239,20240603_040000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0239_MSD-1767_20240603_040000.WAV,RASI_?,11.295313183,11.794372813,360.637,875.834,0.4991,515.196,1,8,,Spectrogram 1,-56.8
M12-2260,239,20240603_040000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0239_MSD-1767_20240603_040000.WAV,RASI_?,12.626138864,13.074446668,355.485,1035.544,0.4483,680.059,1,9,,Spectrogram 1,-55.17
M12-2260,239,20240603_040000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0239_MSD-1767_20240603_040000.WAV,RASI_?,14.445991343,14.939411882,345.181,1035.544,0.4934,690.363,1,10,,Spectrogram 1,-45.29
M12-2260,239,20240603_040000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0239_MSD-1767_20240603_040000.WAV,RASI_?,19.411678149,19.981226428,360.637,942.809,0.5695,582.172,1,11,,Spectrogram 1,-54.86
M12-2260,239,20240603_040000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0239_MSD-1767_20240603_040000.WAV,RASI_?,20.215248741,20.852466122,345.181,942.809,0.6372,597.628,1,12,,Spectrogram 1,-57.16
M12-2260,239,20240603_040000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0239_MSD-1767_20240603_040000.WAV,RASI_?,22.499866876,23.021482874,360.637,1056.152,0.5216,695.515,1,13,,Spectrogram 1,-53.65
M12-2260,239,20240603_040000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0239_MSD-1767_20240603_040000.WAV,RASI_?,23.435956126,24.028060773,391.549,942.809,0.5921,551.26,1,14,,Spectrogram 1,-58.11
M12-2260,239,20240603_040000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0239_MSD-1767_20240603_040000.WAV,RASI_?,24.416708003,24.960880368,355.485,999.481,0.5442,643.995,1,15,,Spectrogram 1,-60.94
M12-2260,239,20240603_040000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0239_MSD-1767_20240603_040000.WAV,RASI_?,25.494457858,25.911750656,381.245,1087.064,0.4173,705.819,1,16,,Spectrogram 1,-51.86
M12-2260,239,20240603_040000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0239_MSD-1767_20240603_040000.WAV,RASI_?,26.853478999,27.3384409,345.181,1257.079,0.485,911.897,1,17,,Spectrogram 1,-49.24
M12-2260,239,20240603_040000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0239_MSD-1767_20240603_040000.WAV,RASI_?,29.238476685,29.675506305,386.397,1236.471,0.437,850.074,1,18,,Spectrogram 1,-46.79
